"","auth_id","pub_id"
"3442","0000-0003-4647-0449",87
"3443","518",197
"3444","519",196
"3445","0000-0003-4647-0449",195
"3446","0000-0003-4647-0449",195
"3447","0000-0003-4647-0449",195
"3448","0000-0003-4647-0449",195
"3449","0000-0003-4647-0449",195
"3450","0000-0003-4647-0449",195
"3451","520",167
"3452","0000-0003-4647-0449",178
"3453","0000-0003-4647-0449",178
"3454","0000-0003-4647-0449",178
"3455","0000-0003-4647-0449",178
"3456","0000-0003-4647-0449",178
"3457","0000-0003-4647-0449",178
"3458","521",125
"3459","0000-0003-4647-0449",25
"3460","0000-0003-4647-0449",25
"3461","0000-0003-4647-0449",25
"3462","0000-0003-4647-0449",25
"3463","0000-0003-4647-0449",25
"3464","0000-0003-4647-0449",25
"3465","0000-0003-4647-0449",169
"3466","0000-0003-4647-0449",169
"3467","0000-0003-4647-0449",169
"3468","0000-0003-4647-0449",169
"3469","0000-0003-4647-0449",169
"3470","0000-0003-4647-0449",169
"3471","522",112
"3472","0000-0001-8993-3226",99
"3473","523",198
"3474","524",45
"3475","525",103
"3476","526",199
"3477","527",97
"3478","528",132
"3479","529",23
"3480","530",97
"3481","0000-0002-3999-0772",85
"3482","0000-0002-3999-0772",85
"3483","0000-0002-3999-0772",137
"3484","0000-0002-3999-0772",137
"3485","531",116
"3486","532",93
"3487","0000-0001-7692-2798",74
"3488","0000-0001-7692-2798",74
"3489","0000-0001-7692-2798",74
"3490","0000-0001-7692-2798",74
"3491","0000-0001-7692-2798",74
"3492","0000-0001-7692-2798",158
"3493","0000-0001-7692-2798",158
"3494","0000-0001-7692-2798",158
"3495","0000-0001-7692-2798",158
"3496","0000-0001-7692-2798",158
"3497","0000-0001-7692-2798",215
"3498","0000-0001-7692-2798",215
"3499","0000-0001-7692-2798",215
"3500","0000-0001-7692-2798",215
"3501","0000-0001-7692-2798",215
"3502","0000-0001-7692-2798",200
"3503","0000-0001-7692-2798",200
"3504","0000-0001-7692-2798",200
"3505","0000-0001-7692-2798",200
"3506","0000-0001-7692-2798",200
"3507","0000-0001-7692-2798",162
"3508","0000-0001-7692-2798",162
"3509","0000-0001-7692-2798",162
"3510","0000-0001-7692-2798",162
"3511","0000-0001-7692-2798",162
"3512","533",NA
"3513","0000-0002-8477-2440",201
"3514","534",202
"3515","535",93
"3516","0000-0001-9458-362X",80
"3517","0000-0001-9458-362X",80
"3518","0000-0001-9458-362X",180
"3519","0000-0001-9458-362X",180
"3520","536",203
"3521","537",112
"3522","538",105
"3523","0000-0002-1299-9646",217
"3524","539",36
"3525","0000-0003-3302-4044",21
"3526","0000-0002-9178-2647",204
"3527","540",2
"3528","0000-0002-1729-0863",205
"3529","541",13
"3530","0000-0003-2755-7610",99
"3531","542",207
"3532","543",206
"3533","544",126
"3534","0000-0003-4779-4154",208
"3535","545",209
"3536","0000-0003-1120-1679",209
"3537","0000-0002-6045-9302",56
"3538","0000-0002-9710-4740",122
"3539","546",166
"3540","0000-0002-5286-6506",209
"3541","0000-0003-0170-1987",111
"3542","0000-0003-0170-1987",111
"3543","0000-0003-0170-1987",111
"3544","0000-0003-0170-1987",111
"3545","0000-0003-0170-1987",111
"3546","0000-0003-0170-1987",111
"3547","0000-0003-0170-1987",154
"3548","0000-0003-0170-1987",154
"3549","0000-0003-0170-1987",154
"3550","0000-0003-0170-1987",154
"3551","0000-0003-0170-1987",154
"3552","0000-0003-0170-1987",154
"3553","0000-0003-0170-1987",219
"3554","0000-0003-0170-1987",219
"3555","0000-0003-0170-1987",219
"3556","0000-0003-0170-1987",219
"3557","0000-0003-0170-1987",219
"3558","0000-0003-0170-1987",219
"3559","0000-0003-0170-1987",152
"3560","0000-0003-0170-1987",152
"3561","0000-0003-0170-1987",152
"3562","0000-0003-0170-1987",152
"3563","0000-0003-0170-1987",152
"3564","0000-0003-0170-1987",152
"3565","0000-0003-0170-1987",134
"3566","0000-0003-0170-1987",134
"3567","0000-0003-0170-1987",134
"3568","0000-0003-0170-1987",134
"3569","0000-0003-0170-1987",134
"3570","0000-0003-0170-1987",134
"3571","0000-0003-0170-1987",217
"3572","0000-0003-0170-1987",217
"3573","0000-0003-0170-1987",217
"3574","0000-0003-0170-1987",217
"3575","0000-0003-0170-1987",217
"3576","0000-0003-0170-1987",217
"3577","547",93
"3578","0009-0001-1784-642X",210
"3579","548",110
"3580","0000-0003-4958-9234",1
"3581","549",59
"3582","550",180
"3583","551",80
"3584","0000-0003-1696-7809",211
"3585","0000-0003-1696-7809",211
"3586","0000-0003-1296-6569",212
"3587","552",NA
"3588","0000-0003-0495-2538",154
"3589","553",8
"3590","0000-0001-6124-1420",26
"3591","554",139
"3592","0000-0001-9698-5622",201
"3593","0000-0002-7645-3861",214
"3594","0000-0002-7645-3861",214
"3595","0000-0002-7645-3861",214
"3596","0000-0002-7645-3861",NA
"3597","0000-0002-7645-3861",NA
"3598","0000-0002-7645-3861",NA
"3599","0000-0002-7645-3861",66
"3600","0000-0002-7645-3861",66
"3601","0000-0002-7645-3861",66
"3602","0000-0002-7667-244X",143
"3603","0000-0002-5693-0392",215
"3604","0000-0003-3913-8982",NA
"3605","0009-0002-9512-5377",19
"3606","0009-0002-9512-5377",19
"3607","0009-0002-9512-5377",216
"3608","0009-0002-9512-5377",216
"3609","555",216
"3610","556",48
"3611","557",48
"3612","558",49
"3613","559",210
"3614","560",82
"3615","561",84
"3616","0000-0002-2587-9539",161
"3617","0000-0002-1612-5532",171
"3618","562",174
"3619","563",44
"3620","0000-0003-0334-408X",193
"3621","0000-0002-7484-8114",165
"3622","564",217
"3623","565",139
"3624","0000-0002-7479-1437",218
"3625","566",144
"3626","0000-0001-5207-9249",145
"3627","0000-0001-5207-9249",145
"3628","0000-0001-5207-9249",144
"3629","0000-0001-5207-9249",144
"3630","0000-0002-5091-1975",136
"3631","0000-0002-0698-0658",158
"3632","0000-0002-0698-0658",158
"3633","0000-0002-0698-0658",158
"3634","0000-0002-0698-0658",158
"3635","0000-0002-0698-0658",158
"3636","0000-0002-0698-0658",158
"3637","0000-0002-0698-0658",158
"3638","0000-0002-0698-0658",158
"3639","0000-0002-0698-0658",158
"3640","0000-0002-0698-0658",158
"3641","0000-0002-0698-0658",172
"3642","0000-0002-0698-0658",172
"3643","0000-0002-0698-0658",172
"3644","0000-0002-0698-0658",172
"3645","0000-0002-0698-0658",172
"3646","0000-0002-0698-0658",172
"3647","0000-0002-0698-0658",172
"3648","0000-0002-0698-0658",172
"3649","0000-0002-0698-0658",172
"3650","0000-0002-0698-0658",172
"3651","0000-0002-0698-0658",38
"3652","0000-0002-0698-0658",38
"3653","0000-0002-0698-0658",38
"3654","0000-0002-0698-0658",38
"3655","0000-0002-0698-0658",38
"3656","0000-0002-0698-0658",38
"3657","0000-0002-0698-0658",38
"3658","0000-0002-0698-0658",38
"3659","0000-0002-0698-0658",38
"3660","0000-0002-0698-0658",38
"3661","567",NA
"3662","0000-0002-0698-0658",51
"3663","0000-0002-0698-0658",51
"3664","0000-0002-0698-0658",51
"3665","0000-0002-0698-0658",51
"3666","0000-0002-0698-0658",51
"3667","0000-0002-0698-0658",51
"3668","0000-0002-0698-0658",51
"3669","0000-0002-0698-0658",51
"3670","0000-0002-0698-0658",51
"3671","0000-0002-0698-0658",51
"3672","568",23
"3673","0000-0002-0698-0658",228
"3674","0000-0002-0698-0658",228
"3675","0000-0002-0698-0658",228
"3676","0000-0002-0698-0658",228
"3677","0000-0002-0698-0658",228
"3678","0000-0002-0698-0658",228
"3679","0000-0002-0698-0658",228
"3680","0000-0002-0698-0658",228
"3681","0000-0002-0698-0658",228
"3682","0000-0002-0698-0658",228
"3683","0000-0002-0698-0658",133
"3684","0000-0002-0698-0658",133
"3685","0000-0002-0698-0658",133
"3686","0000-0002-0698-0658",133
"3687","0000-0002-0698-0658",133
"3688","0000-0002-0698-0658",133
"3689","0000-0002-0698-0658",133
"3690","0000-0002-0698-0658",133
"3691","0000-0002-0698-0658",133
"3692","0000-0002-0698-0658",133
"3693","0000-0002-0698-0658",NA
"3694","0000-0002-0698-0658",NA
"3695","0000-0002-0698-0658",NA
"3696","0000-0002-0698-0658",NA
"3697","0000-0002-0698-0658",NA
"3698","0000-0002-0698-0658",NA
"3699","0000-0002-0698-0658",NA
"3700","0000-0002-0698-0658",NA
"3701","0000-0002-0698-0658",NA
"3702","0000-0002-0698-0658",NA
"3703","0000-0002-0698-0658",131
"3704","0000-0002-0698-0658",131
"3705","0000-0002-0698-0658",131
"3706","0000-0002-0698-0658",131
"3707","0000-0002-0698-0658",131
"3708","0000-0002-0698-0658",131
"3709","0000-0002-0698-0658",131
"3710","0000-0002-0698-0658",131
"3711","0000-0002-0698-0658",131
"3712","0000-0002-0698-0658",131
"3713","569",NA
"3714","0000-0002-0698-0658",92
"3715","0000-0002-0698-0658",92
"3716","0000-0002-0698-0658",92
"3717","0000-0002-0698-0658",92
"3718","0000-0002-0698-0658",92
"3719","0000-0002-0698-0658",92
"3720","0000-0002-0698-0658",92
"3721","0000-0002-0698-0658",92
"3722","0000-0002-0698-0658",92
"3723","0000-0002-0698-0658",92
"3724","0000-0002-0698-0658",148
"3725","0000-0002-0698-0658",148
"3726","0000-0002-0698-0658",148
"3727","0000-0002-0698-0658",148
"3728","0000-0002-0698-0658",148
"3729","0000-0002-0698-0658",148
"3730","0000-0002-0698-0658",148
"3731","0000-0002-0698-0658",148
"3732","0000-0002-0698-0658",148
"3733","0000-0002-0698-0658",148
"3734","570",228
"3735","0000-0002-9766-8124",99
"3736","0000-0001-7077-1167",194
"3737","571",168
"3738","572",226
"3739","0000-0003-0500-5655",227
"3740","0000-0003-0500-5655",227
"3741","0000-0003-0500-5655",42
"3742","0000-0003-0500-5655",42
"3743","573",222
"3744","574",223
"3745","575",142
"3746","576",69
"3747","577",224
"3748","578",141
"3749","579",225
"3750","580",140
"3751","581",145
"3752","0000-0002-3313-6030",220
"3753","0000-0002-3313-6030",220
"3754","0000-0002-3313-6030",221
"3755","0000-0002-3313-6030",221
"3756","582",NA
"3757","583",144
"3758","584",174
"3759","0000-0002-9978-6773",44
"3760","0000-0002-8211-118X",1
"3761","0000-0001-5852-9757",213
"3762","585",70
"3763","586",165
"3764","587",31
"3765","0000-0002-2399-0030",213
"3766","588",205
"3767","589",228
"3768","590",145
"3769","591",160
"3770","0000-0003-3940-4216",26
"3771","592",230
"3772","0000-0003-1457-3072",229
"3773","0000-0002-0660-4943",174
"3774","0000-0002-1168-8491",126
"3775","0000-0002-8741-813X",204
