"","name","affiliation","id_type","author_id"
"227","He, Chao","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-6694-0965"
"228","Radke, Michael J.","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-4072-181X"
"229","Sebree, Joshua A.","Department of Chemistry and Biochemistry, University of Northern Iowa, Cedar Falls, IA, USA","ORCID","0000-0001-9612-8532"
"230","Izenberg, Noam R.","Applied Physics Laboratory, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-1629-6478"
"231","Vuitton, Véronique","Université Grenoble Alpes, CNRS, CNES, IPAG, 38000 Grenoble, France","ORCID","0000-0001-7273-1898"
"232","Flandinet, Laurène","Université Grenoble Alpes, CNRS, CNES, IPAG, 38000 Grenoble, France","ORCID","0000-0001-7190-7396"
"233","Orthous-Daunay, François-Régis","Université Grenoble Alpes, CNRS, CNES, IPAG, 38000 Grenoble, France","ORCID","0000-0002-1170-0550"
"234","Wolters, Cédric","Université Grenoble Alpes, CNRS, CNES, IPAG, 38000 Grenoble, France","ORCID","0000-0002-9710-4740"
"235","Mukhopadhyay, Tushita","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA; Department of Chemistry, Johns Hopkins University, BD, MD, USA","ORCID","0000-0002-8053-9668"
"236","Katz, Howard E.","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA; Department of Chemistry, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-3190-2475"
"237","Mukhopadhyaya, Tushita","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-8053-9668"
"238","Lee, Taein","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-8176-9759"
"239","Ganley, Connor","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-3851-3218"
"240","Clancy, Paulette","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-0468-6420"
"241","Katz, Howard E.","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-0468-6420"
"242","Lonsdale, Mary C.","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","121"
"243","Ahm, Anne-Sofie C.","School of Earth and Ocean Sciences, University of Victoria, Victoria, British Columbia, Canada","ORCID","0000-0002-5142-0326"
"244","Nelson, Lyle L.","Department of Earth Sciences, Carleton University, 1125 Colonel By Drive, Ottawa, Ontario, Canada","dataverse_id","122"
"245","Thompson, Jacob","Baltimore Polytechnic Institute, Baltimore, MD, USA","dataverse_id","123"
"246","Higgins, John A.","Department of Geosciences, Princeton University, Princeton, NJ, USA","ORCID","0000-0002-4893-4561"
"247","Smith, Emily F.","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","124"
"248","St Clair, Laura A.","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-5913-2073"
"249","Eldesouki, Raghda E.","Department of Pathology, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-8860-3484"
"250","Sachithanandham, Jaiprasath","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","125"
"251","Yin, Anna","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-1612-5532"
"252","Fall, Amary","Department of Pathology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","126"
"253","Morris, Paul","Department of Pathology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","127"
"254","Norton, Julie M.","Department of Pathology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","128"
"255","Abdullah, Omar","Department of Pathology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","129"
"256","Dhakal, Santosh","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-4494-8608"
"257","Barranta, Caelan","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","130"
"258","Golding, Hana","Division of Viral Products, Center of Biologics Evaluation and Research, U.S. Food and Drug Administration, Silver Spring, MD, USA","dataverse_id","131"
"259","Bersoff-Matcha, Susan J.","Office of Women’s Health, U.S. Food and Drug Administration, Silver Spring, MD, USA","dataverse_id","132"
"260","Pilgrim-Grayson, Catherine","Division of Urology, Obstetrics, and Gynecology; Office of Rare Diseases, Pediatrics, Urologic and Reproductive Medicine; Office of New Drugs; Center for Drug Evaluation and Research; U.S. Food and Drug Administration, Silver Spring, MD, USA","dataverse_id","133"
"261","Berhane, Leah","Division of Urology, Obstetrics, and Gynecology; Office of Rare Diseases, Pediatrics, Urologic and Reproductive Medicine; Office of New Drugs; Center for Drug Evaluation and Research; U.S. Food and Drug Administration, Silver Spring, MD, USA","dataverse_id","134"
"262","Cox, Andrea L.","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","135"
"263","Burd, Irina","Department of Obstetrics, Gynecology and Reproductive Sciences, University of Maryland, Baltimore, MD, USA","dataverse_id","136"
"264","Pekosz, Andrew","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-3248-1761"
"265","Mostafa, Heba H.","Department of Pathology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","137"
"266","Klein, Eili Y.","Department of Emergency Medicine, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","138"
"267","Klein, Sabra L.","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","139"
"268","Wu, Liang","Department of Physics and Astronomy, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-1696-7809"
"269","Ireland, Robert M.","Department of Material Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","140"
"270","Salehi, Maryam","Department of Material Science and Engineering, Rutgers, The State University of New Jersey, Piscataway, NJ, USA","ORCID","0000-0002-2977-5040"
"271","Cheng, Bingquing","Department of Physics and Astronomy, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","141"
"272","Koirala, Nikesh","Department of Physics and Astronomy, Rutgers, The State University of New Jersey, Piscataway, NJ, USA","dataverse_id","142"
"273","Oh, Sean","Department of Physics and Astronomy, Rutgers, The State University of New Jersey, Piscataway, NJ, USA","ORCID","0000-0003-1681-516X"
"274","Katz, Howard E.","Department of Material Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-3190-2475"
"275","Armitage, N. Peter","Department of Physics and Astronomy, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-7568-2059"
"276","Babalola, Stella","Center for Communication Programs, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","143"
"277","Ricotta, Emily","Center for Communication Programs, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-9928-8275"
"278","Awantang, Grace","Center for Communication Programs, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","144"
"279","Lewicky, Nan","Center for Communication Programs, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","145"
"280","Koenker, Hannah","Center for Communication Programs, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-8960-4297"
"281","Toso, Michael","Center for Communication Programs, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-7459-4978"
"282","Boulay, Marc","Center for Scientific Review, National Institutes of Health, Bethesda, MD, USA","dataverse_id","146"
"283","Turnbull, Alison E.","Outcomes After Critical Illness and Surgery Group, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-1564-6547"
"284","Hashem, Mohamed D.","Cleveland Clinic, Department of Medicine, Cleveland, OH, USA","dataverse_id","147"
"285","Rabiee, Anahita","Department of Internal Medicine, Yale School of Medicine, Yale University, New Haven, CT, USA","ORCID","0000-0002-8833-3592"
"286","To, An","Outcomes After Critical Illness and Surgery Group, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-3170-2999"
"287","Chessare, Caroline M.","Outcomes After Critical Illness and Surgery Group, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","148"
"288","Van Natta, Mark L.","Department of Epidemiology, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-3219-9451"
"289","May, K. Patrick","Department of Epidemiology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","149"
"290","Turnbull, Alison E.","Outcomes After Critical Illness and Surgery Group, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-1564-6547"
"291","Hashem, Mohamed D.","Cleveland Clinic, Department of Medicine, Cleveland, OH, USA","dataverse_id","150"
"292","Rabiee, Anahita","Department of Internal Medicine, Yale School of Medicine, Yale University, New Haven, CT, USA","dataverse_id","0000-0002-8833-3592"
"293","To, An","Outcomes After Critical Illness and Surgery Group, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-3170-2999"
"294","Chessare, Caroline M.","Outcomes After Critical Illness and Surgery Group, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","151"
"295","Shaear, Mohammad","Outcomes After Critical Illness and Surgery Group, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-8688-115X"
"296","Coffin, Rachel","Medical Intensive Care Unit, Johns Hopkins Hospital, Baltimore, MD, USA","ORCID","0000-0002-5194-3055"
"297","Needham, Dale M.","Outcomes After Critical Illness and Surgery Group, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","152"
"298","Turnbull, Alison E.","Division of Pulmonary and Critical Care Medicine, School of Medicine; Department of Epidemiology, School of Public Health, John Hopkins University, Baltimore, MD","ORCID","0000-0002-1564-6547"
"299","Chessare, Caroline M. ","Outcomes After Critical Illness and Surgery Group, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","153"
"300","Coffin, Rachel","Medical Intensive Care Unit, Johns Hopkins Hospital, Baltimore, MD, USA","ORCID","0000-0002-5194-3055"
"301","Needham, Dale M.","Outcomes After Critical Illness and Surgery Group, Division of Pulmonary and Critical Care Medicine, Department of Physical Medicine and Rehabilitation, School of Medicine, John Hopkins University, Baltimore, MD, USA.","dataverse_id","154"
"302","Eggen, Michael","Center for Sustainability and the Global Environment (SAGE), University of Wisconsin-Madison, Madison, WI, USA","dataverse_id","155"
"303","Ozdogan, Mutlu","Center for Sustainability and the Global Environment (SAGE), University of Wisconsin-Madison, Madison, WI, USA","dataverse_id","156"
"304","Zaitchik, Benjamin F.","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-0698-0658"
"305","Simane, Belay","Center for Environment and Development, Addis Ababa University, Addis Ababa, Ethiopia","ORCID","0000-0002-8004-3486"
"306","Huang, Jiyuan","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","157"
"307","Li, Hui","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","158"
"308","Hoffman, Christina","Department of Mechanical Engineering, University of Maryland, Baltimore County,,, Baltimore, MD, USA","dataverse_id","159"
"309","Katz, Howard","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-3190-2475"
"310","Wolf, Risa M.","Department of Pediatrics, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","160"
"311","Jaffe, Andrew E.","Department of Mental Health, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-6886-1454"
"312","Steele, Kimberly E.","Department of Surgery, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-5096-6549"
"313","Schweitzer, Michael A.","Department of Surgery, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","161"
"314","Magnuson, Thomas M.","Department of Surgery, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","162"
"315","Wolfe, Andrew","Department of Pediatrics, Johns Hopkins University School of Medicine, Baltimore, MD, USA","ORCID","0000-0003-1120-1679"
"316","Wong, G. William","Department of Physiology, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-5286-6506"
"317","Yang, Huang","Department of Atmospheric and Oceanic Sciences, University of California, Los Angles, CA, USA","ORCID","0000-0002-5693-0392"
"318","Waugh, Darryn W.","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-7692-2798"
"319","Segal, Jodi B.","Division of General Internal Medicine, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","163"
"320","Keita, Maningbe","Department of Health Policy and Management, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","164"
"321","Shin, Y.K.","Johns Hopkins University, Baltimore, MD, USA","dataverse_id","165"
"322","Green, Ariel","Department of Medicine, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","166"
"323","Tung, Monica","School of Medicine, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","167"
"324","Segal, Jodi B.","Department of Medicine, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-3978-9662"
"325","Gnanadesikan, Anand","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-5784-1116"
"326","Pradal, Marie-Aude","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-5301-9659"
