"","full_affiliation","clean_name"
"1136","Department of Chemistry, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1137","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1138","Department of Electrical and Computer Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1139","Laboratory for Computational Sensing and Robotics, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1140","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1141","Laboratory for Computational Sensing and Robotics, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1142","Department of Biological Sciences, New Jersey Institute of Technology, Newark, NJ, USA","New Jersey Institute of Technology"
"1143","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1144","Department of Neuroscience, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1145","Department of Neuroscience, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1146","Department of Physiology, University of Seville, Seville, Spain","University of Seville"
"1147","Department of Neuroscience, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1148","Department of Pediatrics, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1149","Department of Neurobiology, Howard Hughes Medical Institute, Harvard Medical School, Boston, MA, USA","Howard Hughes Medical Institute"
"1150","Department of Neuroscience, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1151","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1152","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1153","Johns Hopkins University, School of Medicine, Brain Injury Outcomes Division","Johns Hopkins University"
"1154","Johns Hopkins University, School of Medicine, Brain Injury Outcomes Division","Johns Hopkins University"
"1155","Johns Hopkins University, School of Medicine, Brain Injury Outcomes Division","Johns Hopkins University"
"1156","Johns Hopkins University Bloomberg School of Public Health, Biostatistics","Johns Hopkins University"
"1157","Department of Political Science, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1158","Graduate School of International Studies, Korea University","Korea University"
"1159","Graduate School of International Studies, Korea University","Korea University"
"1160","Department of Political Science, JHU",NA
"1161","Asiatic Research Institute, Korea University","Asiatic Research Institute"
"1162","Asiatic Research Institute, Korea University","Asiatic Research Institute"
"1163","Graduate School of International Studies, Korea University","Korea University"
"1164","Graduate School of International Studies, Korea University","Korea University"
"1165","Laboratory for Computational Sensing and Robotics, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1166","Department of Electrical and Computer Engineering, University of Minnesota, Minneapolis, MN, USA","University of Minnesota"
"1167","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1168","Department of Mathematics and Statistics, University of Maryland, Baltimore County, Baltimore, MD, USA","University of Maryland"
"1169","Department of Mathematics, Cornell University, Ithaca, NY, USA","Cornell University"
"1170","Department of Biological Sciences, New Jersey Institute of Technology, Newark, NJ, USA","New Jersey Institute of Technology"
"1171","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1172","Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1173","Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1174","Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1175","Department of Otolaryngology–Head and Neck Surgery, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1176","Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1177","Lawrence Livermore National Laboratory, Livermore, CA , USA",NA
"1178","Department of Otolaryngology–Head and Neck Surgery, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1179","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1180","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1181","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1182","Institute of Cyber-Systems and Control, Zhejiang University, Hangzhou, China","Institute of Cyber-Systems and Control"
"1183","Department of Computer Science, Beihang University, Beijing, China","Beihang University"
"1184","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1185","Department of Computer Science, Tongji University, Shanghai, China","Tongji University"
"1186","Department of Electrical and Computer Engineering, University of California, San Diego, CA, USA","University of California"
"1187","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1188","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1189","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1190","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1191","The Solomon H. Snyder Department of Neuroscience, Johns Hopkins University, Baltimore, Maryland, USA","Johns Hopkins University"
"1192","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1193","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1194","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, Maryland, USA","Johns Hopkins University"
"1195","Macha Research Trust, Choma District, Zambia",NA
"1196","Macha Research Trust, Choma District, Zambia",NA
"1197","Macha Research Trust, Choma District, Zambia",NA
"1198","Macha Research Trust, Choma District, Zambia",NA
"1199","Department of Biology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1200","Department of Biology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1201","Macha Research Trust, Choma District, Zambia",NA
"1202","Macha Research Trust, Choma District, Zambia",NA
"1203","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, Maryland, USA","Johns Hopkins University"
"1204","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1205","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1206","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1207","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1208","GESTAR/NASA Goddard Space Flight Center, Greenbelt, MD, USA",NA
"1209","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1210","Department of Neuroscience, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1211","Atlantic Veterinary College, University of Prince Edward Island, Charlottetown, PE, Canada","University of Prince Edward Island"
"1212","Department of Biology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1213","Department of Biology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1214","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1215","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1216","Department of Machine Learning, Carnegie Mellon University, Pittsburgh, PA, USA","Carnegie Mellon University"
"1217","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1218","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1219","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1220","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, Maryland","Johns Hopkins University"
"1221","Department of Cell Biology, Johns Hopkins University, Baltimore, Maryland","Johns Hopkins University"
"1222","Department of Cell Biology, Johns Hopkins University, Baltimore, Maryland","Johns Hopkins University"
"1223","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, Maryland","Johns Hopkins University"
"1224","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, Maryland","Johns Hopkins University"
"1225","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, Maryland","Johns Hopkins University"
"1226","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, Maryland","Johns Hopkins University"
"1227","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, Maryland","Johns Hopkins University"
"1228","Department of Cell Biology, Johns Hopkins University, Baltimore, Maryland","Johns Hopkins University"
"1229","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, Maryland","Johns Hopkins University"
"1230","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1231","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1232","Department of Physics, University of Chicago, Chicago, IL, USA","University of Chicago"
"1233","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1234","Department of Physics, University of Chicago, Chicago, IL, USA","University of Chicago"
"1235","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1236","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, Maryland, USA","Johns Hopkins University"
"1237","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, Maryland, USA","Johns Hopkins University"
"1238","Our Lady of Lourdes High School, Poughkeepsie, New York, USA",NA
"1239","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, Maryland, USA","Johns Hopkins University"
"1240","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, Maryland, USA","Johns Hopkins University"
"1241","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1242","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1243","Department of Physics and Astronomy, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1244","Department of Physics and Astronomy, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1245","Gemini Observatory, La Serena, Chile; The Observatories of the Carnegie Institution for Science, Santa Barbara, CA, USA","Chile; The Observatories of the Carnegie Institution for Science"
"1246","Department of Physics and Astronomy, Pomona College, Claremont, CA, USA; The Observatories of the Carnegie Institution for Science, Santa Barbara, CA, USA","USA; The Observatories of the Carnegie Institution for Science"
"1247","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1248","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1249","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1250","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1251","3.	Federated Department of Biological Sciences, New Jersey Institute of Technology, Newark, NJ, USA","New Jersey Institute of Technology"
"1252","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1253","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1254","Department of Physics, Astronomy and Geosciences, Towson University, Towson, MD, USA","Towson University"
"1255","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1256","Department of Geosciences, Boise State University, Boise, ID, USA","Boise State University"
"1257","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1258","Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1259","Department of Radiation Oncology and Molecular Radiation Sciences, Johns Hopkins University, Baltimore, MD, USA; Department of Oncology, Johns Hopkins University, Baltimore, MD, USA; Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA; Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1260","Department of Radiation Oncology and Molecular Radiation Sciences, Johns Hopkins University, Baltimore, MD, USA; Department of Oncology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1261","Department of Radiation Oncology and Molecular Radiation Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1262","Department of Mechanical Engineering, Pennsylvania State University, at Harrisburg, Middletown, PA, USA","Pennsylvania State University"
"1263","Department of Radiation Oncology and Molecular Radiation Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1264","Department of Radiation Oncology and Molecular Radiation Sciences, the Johns Hopkins University School of Medicine, Baltimore, MD, USA","Johns Hopkins University"
"1265","Materialise NV, Leuven, Belgium",NA
"1266","Materialise NV, Leuven, Belgium",NA
"1267","Magnetic Insight Inc., Alameda, CA, USA",NA
"1268","Magnetic Insight Inc., Alameda, CA, USA",NA
"1269","Department of Mechanical Engineering, Pennsylvania State University, at Harrisburg, Middletown, PA, USA","Pennsylvania State University"
"1270","Department of Radiation Oncology and Molecular Radiation Sciences, Johns Hopkins University, Baltimore, MD, USA; Department of Oncology, Johns Hopkins University, Baltimore, MD, USA; Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA; Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1271","Department of Chemical Biology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1272","Department of Biophysics, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1273","Department of Biology, Johns Hopkins University, Baltimore, MD, USA; Bijvoet Center for Biomolecular Research, Utrecht University, Utrecht, The Netherlands","Johns Hopkins University"
"1274","Department of Biophysics, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1275","Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1276","Department of Biochemistry and Molecular Biology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1277","Institute for Nanobiotechnology, Johns Hopkins University, Baltimore, MD, USA","Institute for Nanobiotechnology"
"1278","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1279","National Institute of Standards and Technology, Gaithersburg, MD, USA","National Institute of Standards and Technology"
"1280","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA; Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA; Department of Chemistry, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1281","Department of Biology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1282","Department of Biophysics, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1283","Department of Biophysics, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1284","The Center for Hearing and Balance, Johns Hopkins University, Baltimore, MD, USA; Department of Otolaryngology Head and Neck Surgery, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1285","The Center for Hearing and Balance, Johns Hopkins University, Baltimore, MD, USA; Department of Otolaryngology Head and Neck Surgery, Johns Hopkins University, Baltimore, MD, USA; Department of Neuroscience, Johns Hopkins University, Baltimore, MD, USA; Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1286","Department of Otolaryngology, Harvard Medical School, Boston, MD, USA; Eaton-Peabody Laboratory, Massachusetts Eye and Ear, Boston, Massachusetts, USA; Program in Speech and Hearing Bioscience and Technology, Harvard Medical School, Boston, Massachusetts, USA; Harvard Stem Cell Institute, Cambridge, Massachusetts, USA.","USA; Harvard Stem Cell Institute"
"1287","The Center for Hearing and Balance, Johns Hopkins University, Baltimore, MD, USA; Department of Otolaryngology Head and Neck Surgery, Johns Hopkins University, Baltimore, MD, USA; Department of Neuroscience, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1288","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1289","Department of Electrical Engineering, Stanford University, Stanford, California, CA, USA","Stanford University"
"1290","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1291","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1292","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1293","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1294","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1295","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA; Laboratory for Computational Sensing and Robotics (LCSR), Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1296","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1297","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA; Voiland School of Chemical Engineering and Bioengineering, Washington State University, Pullman, WA, USA","Johns Hopkins University"
"1298","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1299","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA; Laboratory for Computational Sensing and Robotics (LCSR), Johns Hopkins University, Baltimore, MD, USA.","Johns Hopkins University"
"1300","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA; Laboratory for Computational Sensing and Robotics (LCSR), Johns Hopkins University, Baltimore, MD, USA; Center for MicroPhysiological Systems (MPS), Johns Hopkins University, Baltimore, MD, USA; Department of Oncology, Johns Hopkins School of Medicine, Baltimore, MD, USA; Sidney Kimmel Comprehensive Cancer Center (SKCCC), Johns Hopkins School of Medicine, Baltimore, MD, USA; Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA; Department of Chemistry, Johns Hopkins University, Baltimore, MD, USA.","Johns Hopkins University"
"1301","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA; Laboratory for Computational Sensing and Robotics (LCSR), Johns Hopkins University, Baltimore, MD, USA; Department of Chemistry, Johns Hopkins University, Baltimore, MD, USA; Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1302","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1303","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA; Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1304","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1305","Department of Emergency Medicine, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1306","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1307","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1308","Department of Emergency Medicine, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1309","Clinical Informatics and Medical Statistics Research Center, Chang Gung University, Taoyuan, Taiwan","Chang Gung University"
"1310","Research Center for Emerging Viral Infections, Chang Gung University, Taoyuan, Taiwan","Chang Gung University"
"1311","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1312","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1313","Department of Research and Exploratory Development, Johns Hopkins Applied Physics Laboratory, Laurel, MD, USA","Johns Hopkins University"
"1314","Department of Research and Exploratory Development, Johns Hopkins Applied Physics Laboratory, Laurel, MD, USA","Johns Hopkins University"
"1315","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1316","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1317","Department of Research and Exploratory Development, Johns Hopkins Applied Physics Laboratory, Laurel, MD, USA","Johns Hopkins University"
"1318","Department of Emergency Medicine, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1319","Department of Emergency Medicine, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1320","Department of Research and Exploratory Development, Johns Hopkins Applied Physics Laboratory, Laurel, MD, USA","Johns Hopkins University"
"1321","Clinical Informatics and Medical Statistics Research Center, Chang Gung University, Taoyuan, Taiwan","Chang Gung University"
"1322","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1323","Department of Applied and Computational Math, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1324","US Geological Survey Patuxent Wildlife Research Center, Laurel, MD, USA",NA
"1325","School of Biomedical Engineering, Djavad Mowafaghian Centre for Brain Health, University of British Columbia, BC, Canada","University of British Columbia"
"1326","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1327","Mind and Brain Institute, Johns Hopkins University, Baltimore, MD, USA","Mind and Brain Institute"
"1328","Laboratory for Computational Sensing and Robotics, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1329","Mind and Brain Institute, Johns Hopkins University, Baltimore, MD, USA","Mind and Brain Institute"
"1330","Department of Neuroscience, Developmental and Regenerative Biology, The University of Texas at San Antonio, San Antonio, TX, USA","The University of Texas at San Antonio"
"1331","Mind and Brain Institute, Johns Hopkins University, Baltimore, MD, USA","Mind and Brain Institute"
"1332","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1333","Department of Educational Administration and Policy, The Chinese University of Hong Kong, Hong Kong, China","The Chinese University of Hong Kong"
"1334","Department of Educational Administration and Policy, The Chinese University of Hong Kong, Hong Kong, China","The Chinese University of Hong Kong"
"1335","Center for Research and Reform in Education, School of Education, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1336","Department of Curriculum and Instruction, The Chinese University of Hong Kong, Hong Kong, China","The Chinese University of Hong Kong"
"1337","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1338","Hydrological Sciences Lab, NASA Goddard Space Flight Center (GSFC), Greenbelt, MD, USA",NA
"1339","Science Applications International Corporation, McLean, VA, USA",NA
"1340","Department of Analytics and Operations, National University of Singapore, Queenstown, Singapore","National University of Singapore"
"1341","Earth System Science Interdisciplinary Center, University of Maryland, College Park, MD, USA","University of Maryland"
"1342","Pacific Northwest National Laboratory, Richland, WA, USA",NA
"1343","Science Applications International Corporation, McLean, VA, USA",NA
"1344","Science Applications International Corporation, McLean, VA, USA",NA
"1345","Hydrological Sciences Lab, NASA Goddard Space Flight Center (GSFC), Greenbelt, MD, USA",NA
"1346","Geodesy and Geophysics Laboratory, NASA Goddard Space Flight Center, Greenbelt, MD, USA",NA
"1347","Hydrological Sciences Lab, NASA Goddard Space Flight Center (GSFC), Greenbelt, MD, USA",NA
"1348","Department of Chemistry, University of Tennessee Knoxville, Knoxville, TN, USA","University of Tennessee Knoxville"
"1349","Chemistry-Biology Interface Program, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1350","Department of Chemistry, University of Tennessee Knoxville, Knoxville, TN, USA","University of Tennessee Knoxville"
"1351","Chemistry-Biology Interface Program, Johns Hopkins University, Baltimore, MD, USA; Department of Pharmacology and Molecular Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1352","Department of Chemistry, University of Tennessee Knoxville, Knoxville, TN, USA","University of Tennessee Knoxville"
"1353","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1354","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1355","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1356","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1357","Department of Pathology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1358","Department of Laboratory Medicine and Pathology, University of Washington, Seattle, WA, USA; Department of Pathology and Laboratory Medicine, Children’s Hospital Los Angeles, Los Angeles, CA, USA","University of Washington"
"1359","Department of Pathology and Laboratory Medicine, Children’s Hospital Los Angeles, Los Angeles, CA, USA; Keck School of Medicine, University of Southern California, Los Angeles, CA, USA","University of Southern California"
"1360","Department of Pathology and Laboratory Medicine, Children’s Hospital Los Angeles, Los Angeles, CA, USA; Department of Pathology, The George Washington University School of Medicine and Health Sciences, Washington DC, USA","The George Washington University School of Medicine and Health Sciences"
"1361","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1362","Department of Pathology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1363","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
